"symptom","name_1","events_1","total_pop_1","prop_1","name_2","events_2","total_pop_2","prop_2","database","relative_risk","low_ci","up_ci"
"Abdominal pain","New infections",2650,303652,0.872709549089089,"Tested negative, all",8861,835029,1.06116075010569,"CPRD",0.822410317194801,0.787641947263546,0.858713444831477
"Allergy","New infections",933,303652,0.307259626150989,"Tested negative, all",2983,835029,0.35723310208388,"CPRD",0.86010961570645,0.799237265222245,0.925618190269171
"Altered smell taste","New infections",201,303652,0.066194195987512,"Tested negative, all",99,835029,0.0118558756641985,"CPRD",5.58323972537941,4.38921784890951,7.10207761476216
"Anxiety","New infections",3414,303652,1.12431335871326,"Tested negative, all",13044,835029,1.56210143599803,"CPRD",0.719744142604246,0.693288630273674,0.747209182716048
"Blurred vision","New infections",115,303652,0.037872301186885,"Tested negative, all",361,835029,0.0432320314623803,"CPRD",0.876024093844415,0.710213291169941,1.08054611556446
"Chest pain","New infections",1008,303652,0.331958953012001,"Tested negative, all",2984,835029,0.35735285840372,"CPRD",0.928938849110784,0.865027478909352,0.997572223341699
"Cognitive dysfunction brain fog","New infections",73,303652,0.0240406781447183,"Tested negative, all",228,835029,0.0273044409236086,"CPRD",0.880467694320437,0.676486177261842,1.14595595120621
"Cough","New infections",1680,303652,0.553264921686668,"Tested negative, all",6703,835029,0.802726611890126,"CPRD",0.689232066673275,0.653448429777147,0.72697525938309
"Depression","New infections",2754,303652,0.906959282336359,"Tested negative, all",11209,835029,1.34234858909092,"CPRD",0.67565108624324,0.648200450496359,0.704264228746064
"Dizziness","New infections",821,303652,0.270375298038544,"Tested negative, all",2676,835029,0.32046791189288,"CPRD",0.843689143295319,0.780316094756746,0.912209007730756
"Dyspnea","New infections",1862,303652,0.61320195486939,"Tested negative, all",4951,835029,0.592913539529765,"CPRD",1.03421816839554,0.980714220869785,1.09064108287407
"Fatigue malaise","New infections",1889,303652,0.622093712539354,"Tested negative, all",4627,835029,0.554112491901479,"CPRD",1.12268487289394,1.06435584355855,1.18421046067714
"Gastrointestinal issues","New infections",1414,303652,0.465664642419612,"Tested negative, all",4927,835029,0.590039387853596,"CPRD",0.78920941890604,0.744004692047852,0.837160724316979
"Headache","New infections",2242,303652,0.738345210965184,"Tested negative, all",7534,835029,0.902244113677489,"CPRD",0.81834306234012,0.780795406130944,0.857696347111826
"Intermittent fever","New infections",210,303652,0.0691581152108335,"Tested negative, all",746,835029,0.08933821460093,"CPRD",0.77411570759232,0.664257363501131,0.902142997079682
"Joint pain","New infections",3772,303652,1.24221147892983,"Tested negative, all",12341,835029,1.47791274315024,"CPRD",0.840517469442748,0.810612499665053,0.871525687958618
"Memory issues","New infections",111,303652,0.0365550037542977,"Tested negative, all",297,835029,0.0355676269925955,"CPRD",1.02776054646288,0.82644709419988,1.27811174880869
"Menstrual problems","New infections",652,303652,0.214719481511731,"Tested negative, all",2196,835029,0.262984878369494,"CPRD",0.816470828448355,0.748204618745691,0.890965648975396
"Muscle spams pain","New infections",61,303652,0.0200887858469564,"Tested negative, all",207,835029,0.0247895582069605,"CPRD",0.810372886811504,0.609101992824528,1.07815148105811
"Neuralgia","New infections",500,303652,0.164662179073413,"Tested negative, all",1699,835029,0.203465987408821,"CPRD",0.80928601959678,0.7325412738555,0.894070934826252
"Pins sensation","New infections",225,303652,0.0740979805830358,"Tested negative, all",653,835029,0.0782008768557739,"CPRD",0.947533884047042,0.814364028451915,1.10248050018124
"Sleep disorder","New infections",759,303652,0.249957187833441,"Tested negative, all",2604,835029,0.311845456864372,"CPRD",0.801541860980685,0.739368022353919,0.868943929788789
"Tachycardia","New infections",722,303652,0.237772186582008,"Tested negative, all",2185,835029,0.261667558851249,"CPRD",0.908680417342736,0.83544216189101,0.988339035934229
"Tinnitus and hearing problems","New infections",621,303652,0.204510426409179,"Tested negative, all",1904,835029,0.2280160329761,"CPRD",0.89691248347705,0.819324661570289,0.981847661554803
