"symptom","name_1","events_1","total_pop_1","prop_1","name_2","events_2","total_pop_2","prop_2","database","relative_risk","low_ci","up_ci"
"Abdominal pain","First infection",2640,302336,0.873200677392041,"Tested negative, earliest",7504,764470,0.98159509202454,"CPRD",0.889573190093141,0.851152265049581,0.929728431711794
"Allergy","First infection",929,302336,0.307274026248942,"Tested negative, earliest",2462,764470,0.322053187175429,"CPRD",0.954109564770627,0.884859215228442,1.02877954585327
"Altered smell taste","First infection",200,302336,0.066151566469094,"Tested negative, earliest",84,764470,0.0109880047614687,"CPRD",6.02034381174146,4.66621359269072,7.76744117936396
"Anxiety","First infection",3407,302336,1.12689193480102,"Tested negative, earliest",10978,764470,1.43602757465957,"CPRD",0.784728618507317,0.75531265237974,0.815290201698891
"Blurred vision","First infection",115,302336,0.038037150719729,"Tested negative, earliest",326,764470,0.0426439232409382,"CPRD",0.891971184377646,0.721189384155794,1.10319509859589
"Chest pain","First infection",1003,302336,0.331750105842506,"Tested negative, earliest",2608,764470,0.341151385927505,"CPRD",0.972442497750847,0.904255210701621,1.04577159217935
"Cognitive dysfunction brain fog","First infection",72,302336,0.0238145639288738,"Tested negative, earliest",178,764470,0.0232841053278742,"CPRD",1.02278200487113,0.77787961749064,1.34478781287877
"Cough","First infection",1668,302336,0.551704064352244,"Tested negative, earliest",5572,764470,0.728870982510759,"CPRD",0.75692965914458,0.716751573139724,0.799359960080674
"Depression","First infection",2745,302336,0.907930249788315,"Tested negative, earliest",9491,764470,1.24151372846547,"CPRD",0.731309069703586,0.701043329703684,0.762881455068944
"Dizziness","First infection",819,302336,0.27089066469094,"Tested negative, earliest",2241,764470,0.293144269886326,"CPRD",0.924086507970918,0.853109419919446,1.00096875532627
"Dyspnea","First infection",1853,302336,0.612894263336156,"Tested negative, earliest",4282,764470,0.560126623673918,"CPRD",1.09420662655906,1.03633737689218,1.1553073046504
"Fatigue malaise","First infection",1884,302336,0.623147756138865,"Tested negative, earliest",3826,764470,0.500477454968802,"CPRD",1.24510654766199,1.17847163649265,1.31550922994185
"Gastrointestinal issues","First infection",1406,302336,0.465045512277731,"Tested negative, earliest",4167,764470,0.545083521917145,"CPRD",0.853163769548732,0.803236738632567,0.906194130151171
"Headache","First infection",2229,302336,0.737259208298052,"Tested negative, earliest",6289,764470,0.822661451724724,"CPRD",0.896187862883785,0.854075946418596,0.940376191307193
"Intermittent fever","First infection",208,302336,0.0687976291278578,"Tested negative, earliest",612,764470,0.0800554632621293,"CPRD",0.859374567636821,0.734326971088287,1.00571635875837
"Joint pain","First infection",3753,302336,1.24133414479255,"Tested negative, earliest",10495,764470,1.37284654728112,"CPRD",0.90420458663131,0.871326643409772,0.938323119887199
"Memory issues","First infection",110,302336,0.0363833615580017,"Tested negative, earliest",268,764470,0.035056967572305,"CPRD",1.037835388442,0.831303656624412,1.29567852242613
"Menstrual problems","First infection",649,302336,0.21466183319221,"Tested negative, earliest",1869,764470,0.244483105942679,"CPRD",0.878023176139373,0.803094859046633,0.959942264794285
"Muscle spams pain","First infection",61,302336,0.0201762277730737,"Tested negative, earliest",192,764470,0.0251154394547857,"CPRD",0.803339627379251,0.602291656839908,1.07149841706901
"Neuralgia","First infection",498,302336,0.164717400508044,"Tested negative, earliest",1454,764470,0.190197130037804,"CPRD",0.866035152451062,0.782308660400697,0.958722462431615
"Pins sensation","First infection",225,302336,0.0744205122777307,"Tested negative, earliest",550,764470,0.0719452692715215,"CPRD",1.03440452765376,0.885837194019665,1.20788868886312
"Sleep disorder","First infection",758,302336,0.250714436917866,"Tested negative, earliest",2268,764470,0.296676128559656,"CPRD",0.845077890611116,0.778452066618148,0.91740605725702
"Tachycardia","First infection",722,302336,0.238807154953429,"Tested negative, earliest",1847,764470,0.241605295171818,"CPRD",0.98841854762993,0.907037396748603,1.0771013728882
"Tinnitus and hearing problems","First infection",615,302336,0.203416066892464,"Tested negative, earliest",1651,764470,0.215966617395058,"CPRD",0.941886618154343,0.858674646829545,1.03316244951894
