"symptom","name_1","events_1","total_pop_1","prop_1","name_2","events_2","total_pop_2","prop_2","database","relative_risk","low_ci","up_ci"
"Abdominal pain","New infections",4662,303010,1.53856308372661,"Tested negative, earliest",12757,765331,1.66686048258858,"CPRD",0.92303051143025,0.892819413245214,0.954263888521866
"Allergy","New infections",1435,303010,0.473581729975908,"Tested negative, earliest",3735,765331,0.488024135962087,"CPRD",0.970406369435587,0.913230049832138,1.03116243493548
"Altered smell taste","New infections",336,303010,0.110887429457774,"Tested negative, earliest",153,765331,0.0199913501478445,"CPRD",5.54677041008806,4.58186666251259,6.71487501675939
"Anxiety","New infections",5576,303010,1.84020329362067,"Tested negative, earliest",16975,765331,2.21799456705661,"CPRD",0.829669883304862,0.805182584011222,0.854901892976748
"Blurred vision","New infections",205,303010,0.0676545328537012,"Tested negative, earliest",559,765331,0.0730402923702294,"CPRD",0.926263171439284,0.789326316153734,1.08695661756913
"Chest pain","New infections",2033,303010,0.670934952641827,"Tested negative, earliest",4462,765331,0.583015714769165,"CPRD",1.15080080286939,1.09218691403541,1.21256029610505
"Cognitive dysfunction brain fog","New infections",122,303010,0.0402626976007393,"Tested negative, earliest",315,765331,0.0411586620690917,"CPRD",0.978231448173694,0.79376314400082,1.20556966322817
"Cough","New infections",3501,303010,1.15540741229662,"Tested negative, earliest",9880,765331,1.29094470235754,"CPRD",0.895009220911323,0.861361972040343,0.929970827036669
"Depression","New infections",4275,303010,1.41084452658328,"Tested negative, earliest",14270,765331,1.86455272293949,"CPRD",0.756666469778913,0.731435917899888,0.782767338158047
"Dizziness","New infections",1445,303010,0.476881951090723,"Tested negative, earliest",3819,765331,0.498999779180511,"CPRD",0.955675675596267,0.899672895303185,1.01516451334082
"Dyspnea","New infections",3765,303010,1.24253324972773,"Tested negative, earliest",7559,765331,0.987677227238933,"CPRD",1.25803573825556,1.21007514343616,1.30789722217916
"Fatigue malaise","New infections",3437,303010,1.13428599716181,"Tested negative, earliest",6342,765331,0.828661062991046,"CPRD",1.36881778065885,1.31343696024859,1.4265337228619
"Gastrointestinal issues","New infections",2680,303010,0.884459258770338,"Tested negative, earliest",7250,765331,0.947302539685443,"CPRD",0.933660812377878,0.893373677959634,0.975764715344015
"Headache","New infections",3666,303010,1.20986106069107,"Tested negative, earliest",10079,765331,1.31694652379167,"CPRD",0.918686551681471,0.884814243684499,0.953855553597229
"Intermittent fever","New infections",422,303010,0.13926933104518,"Tested negative, earliest",1035,765331,0.135235603941301,"CPRD",1.02982740481293,0.919677788232505,1.15316961796149
"Joint pain","New infections",6185,303010,2.04118675951289,"Tested negative, earliest",16398,765331,2.14260235113957,"CPRD",0.952667095892644,0.925489854916794,0.980642403344464
"Memory issues","New infections",192,303010,0.0633642454044421,"Tested negative, earliest",414,765331,0.0540942415765205,"CPRD",1.1713676642422,0.987173747087287,1.38992979592568
"Menstrual problems","New infections",1161,303010,0.383155671429986,"Tested negative, earliest",3127,765331,0.408581385047777,"CPRD",0.937770748868508,0.876799230044215,1.00298215064474
"Muscle spams pain","New infections",96,303010,0.0316821227022211,"Tested negative, earliest",294,765331,0.0384147512644856,"CPRD",0.824738457476651,0.655049464831426,1.03838497664602
"Neuralgia","New infections",849,303010,0.280188772647767,"Tested negative, earliest",2337,765331,0.30535807382688,"CPRD",0.917574469658915,0.848361677282335,0.992433922836946
"Pins sensation","New infections",407,303010,0.134318999372958,"Tested negative, earliest",926,765331,0.120993400241203,"CPRD",1.11013492558429,0.988066343493121,1.24728421438294
"Sleep disorder","New infections",1472,303010,0.485792548100723,"Tested negative, earliest",4072,765331,0.532057371255052,"CPRD",0.913045423945173,0.860339109558041,0.968980646033248
"Tachycardia","New infections",1367,303010,0.451140226395168,"Tested negative, earliest",3043,765331,0.397605741829352,"CPRD",1.13464213147302,1.064643207999,1.20924339425725
"Tinnitus and hearing problems","New infections",1111,303010,0.366654565855912,"Tested negative, earliest",2827,765331,0.369382659267689,"CPRD",0.992614451860882,0.926180270782824,1.06381390440362
