"symptom","name_1","events_1","total_pop_1","prop_1","name_2","events_2","total_pop_2","prop_2","database","relative_risk","low_ci","up_ci"
"Abdominal pain","First infection",19492,426690,4.5681876772364,"Tested negative, earliest",43097,1036934,4.1561950905265,"SIDIAP",1.09912734550142,1.08109943093844,1.11745588523742
"Allergy","First infection",7844,426690,1.83833696594717,"Tested negative, earliest",17505,1036934,1.6881498726052,"SIDIAP",1.08896549754211,1.06060274155796,1.11808673348817
"Altered smell taste","First infection",836,426690,0.195926785253931,"Tested negative, earliest",495,1036934,0.0477368858577306,"SIDIAP",4.10430596243435,3.67274090765871,4.58658202601409
"Anxiety","First infection",11829,426690,2.7722702664698,"Tested negative, earliest",27640,1036934,2.66555055577308,"SIDIAP",1.0400366485136,1.01818195141363,1.06236044426992
"Blurred vision","First infection",2850,426690,0.667932222456584,"Tested negative, earliest",6280,1036934,0.605631602397067,"SIDIAP",1.10286883942802,1.05526452581416,1.15262064366552
"Chest pain","First infection",7446,426690,1.74506081698657,"Tested negative, earliest",15751,1036934,1.51899735180831,"SIDIAP",1.1488241338335,1.11784867637383,1.18065791763476
"Cognitive dysfunction brain fog","First infection",1385,426690,0.324591623895568,"Tested negative, earliest",3286,1036934,0.316895771572733,"SIDIAP",1.02428512152321,0.962044701882971,1.09055224577438
"Cough","First infection",8560,426690,2.00614028920293,"Tested negative, earliest",17530,1036934,1.6905608264364,"SIDIAP",1.18667146300306,1.15668190163795,1.21743857071828
"Depression","First infection",4921,426690,1.15329630410837,"Tested negative, earliest",12500,1036934,1.20547691559926,"SIDIAP",0.956713719843446,0.925851107188401,0.988605116557288
"Dizziness","First infection",8720,426690,2.04363823853383,"Tested negative, earliest",20424,1036934,1.96965284193594,"SIDIAP",1.03756265826275,1.01212976163106,1.06363463523334
"Dyspnea","First infection",4594,426690,1.07665987016335,"Tested negative, earliest",7295,1036934,0.703516327943726,"SIDIAP",1.53039784209454,1.4751864960317,1.58767556603046
"Fatigue malaise","First infection",8646,426690,2.02629543696829,"Tested negative, earliest",17294,1036934,1.66780142226988,"SIDIAP",1.21495005934849,1.1842799446214,1.24641445919511
"Gastrointestinal issues","First infection",10513,426690,2.46384963322318,"Tested negative, earliest",25663,1036934,2.4748923268019,"SIDIAP",0.995538111513326,0.973472455180746,1.01810392908498
"Headache","First infection",9690,426690,2.27096955635239,"Tested negative, earliest",20986,1036934,2.02385108406128,"SIDIAP",1.12210309060645,1.09570458886635,1.14913760400627
"Intermittent fever","First infection",5499,426690,1.28875764606623,"Tested negative, earliest",14269,1036934,1.37607600869486,"SIDIAP",0.936545392785788,0.90804466169523,0.965940674229386
"Joint pain","First infection",21255,426690,4.98136820642621,"Tested negative, earliest",47511,1036934,4.5818730989629,"SIDIAP",1.08719034744846,1.07017353827968,1.10447774057761
"Memory issues","First infection",1182,426690,0.277016100681994,"Tested negative, earliest",2398,1036934,0.231258691488561,"SIDIAP",1.1978624409699,1.11736619873236,1.28415771759896
"Menstrual problems","First infection",2847,426690,0.66722913590663,"Tested negative, earliest",5733,1036934,0.552879932570443,"SIDIAP",1.20682465866423,1.15395707497298,1.26211432673451
"Muscle spams pain","First infection",688,426690,0.161241182122853,"Tested negative, earliest",1838,1036934,0.177253325669715,"SIDIAP",0.909665200997705,0.83343061832343,0.992873023516721
"Neuralgia","First infection",5268,426690,1.23461998171975,"Tested negative, earliest",13048,1036934,1.25832502357913,"SIDIAP",0.981161431732516,0.950456329982475,1.01285848150136
"Pins sensation","First infection",2195,426690,0.514424992383229,"Tested negative, earliest",4747,1036934,0.457791913467974,"SIDIAP",1.12370921645652,1.06840929199799,1.18187141632582
"Sleep disorder","First infection",6385,426690,1.49640254048607,"Tested negative, earliest",14996,1036934,1.44618654610612,"SIDIAP",1.03472304075512,1.00507610186474,1.06524448157022
"Tachycardia","First infection",2706,426690,0.634184068058778,"Tested negative, earliest",5309,1036934,0.511990155593317,"SIDIAP",1.23866457417303,1.18279084971738,1.29717771123936
"Tinnitus and hearing problems","First infection",3635,426690,0.851906536361293,"Tested negative, earliest",8660,1036934,0.835154407127165,"SIDIAP",1.0200587209876,0.981463736550839,1.06017141083537
