"symptom","name_1","events_1","total_pop_1","prop_1","name_2","events_2","total_pop_2","prop_2","database","relative_risk","low_ci","up_ci"
"Abdominal pain","First infection",15035,426690,3.52363542618763,"Tested negative, earliest",33853,1036934,3.26472080190253,"SIDIAP",1.07930681978508,1.0591258867394,1.09987228696755
"Allergy","First infection",5983,426690,1.40218894279219,"Tested negative, earliest",13700,1036934,1.32120269949679,"SIDIAP",1.06129736438341,1.02976433278722,1.0937959878631
"Altered smell taste","First infection",675,426690,0.158194473739717,"Tested negative, earliest",362,1036934,0.0349106114757545,"SIDIAP",4.5314151500779,3.98844560144229,5.14830219946593
"Anxiety","First infection",8844,426690,2.07269914926527,"Tested negative, earliest",21593,1036934,2.08238904308278,"SIDIAP",0.995346741834964,0.971270869425362,1.02001940722017
"Blurred vision","First infection",2168,426690,0.50809721343364,"Tested negative, earliest",4926,1036934,0.475054342899355,"SIDIAP",1.0695559803382,1.01699778372049,1.12483037169687
"Chest pain","First infection",5513,426690,1.29203871663268,"Tested negative, earliest",12291,1036934,1.18532134157044,"SIDIAP",1.09003244210625,1.05615814629778,1.12499319255274
"Cognitive dysfunction brain fog","First infection",1035,426690,0.242564859734233,"Tested negative, earliest",2529,1036934,0.243892089564042,"SIDIAP",0.994558126783936,0.925250148649437,1.06905777750569
"Cough","First infection",6353,426690,1.48890295061989,"Tested negative, earliest",14098,1036934,1.35958508448947,"SIDIAP",1.09511568463476,1.06338645706463,1.12779164598687
"Depression","First infection",3812,426690,0.893388642808596,"Tested negative, earliest",9918,1036934,0.956473603913074,"SIDIAP",0.934044221558872,0.899954241829629,0.969425518850636
"Dizziness","First infection",6768,426690,1.5861632566969,"Tested negative, earliest",16165,1036934,1.55892274725296,"SIDIAP",1.01747393159279,0.989229628661045,1.0465246606818
"Dyspnea","First infection",3026,426690,0.70917996672057,"Tested negative, earliest",5599,1036934,0.539957220035219,"SIDIAP",1.31340028507131,1.2567655156569,1.37258723869723
"Fatigue malaise","First infection",6187,426690,1.44999882818908,"Tested negative, earliest",13724,1036934,1.32351721517474,"SIDIAP",1.09556476603718,1.06339765480346,1.12870491218445
"Gastrointestinal issues","First infection",7982,426690,1.87067894724507,"Tested negative, earliest",19708,1036934,1.90060312421041,"SIDIAP",0.984255431034414,0.959226674271216,1.00993725414982
"Headache","First infection",7343,426690,1.72092151210481,"Tested negative, earliest",16411,1036934,1.58264653295195,"SIDIAP",1.08736946391621,1.05810081304738,1.11744772943906
"Intermittent fever","First infection",4215,426690,0.987836602685791,"Tested negative, earliest",10981,1036934,1.05898736081564,"SIDIAP",0.932812457671785,0.900427881754356,0.966361769575964
"Joint pain","First infection",16532,426690,3.87447561461483,"Tested negative, earliest",37639,1036934,3.62983565009923,"SIDIAP",1.06739698104759,1.04842229222661,1.08671507997967
"Memory issues","First infection",894,426690,0.209519791886381,"Tested negative, earliest",1941,1036934,0.187186455454253,"SIDIAP",1.11931064337925,1.03414162615493,1.21149394308819
"Menstrual problems","First infection",2146,426690,0.502941245400642,"Tested negative, earliest",4427,1036934,0.426931704428633,"SIDIAP",1.17803676837197,1.11898154586663,1.24020868151268
"Muscle spams pain","First infection",534,426690,0.125149405891865,"Tested negative, earliest",1467,1036934,0.141474770814729,"SIDIAP",0.884605821738756,0.801230869623482,0.976656653558328
"Neuralgia","First infection",4186,426690,0.981040099369566,"Tested negative, earliest",10242,1036934,0.987719565565407,"SIDIAP",0.993237487209218,0.958329782206673,1.02941672513411
"Pins sensation","First infection",1677,426690,0.393025381424453,"Tested negative, earliest",3807,1036934,0.36714004941491,"SIDIAP",1.07050533454685,1.01085681175496,1.13367359052931
"Sleep disorder","First infection",4748,426690,1.11275164639434,"Tested negative, earliest",11620,1036934,1.12061134074107,"SIDIAP",0.992986244149971,0.960204912602735,1.0268867281655
"Tachycardia","First infection",1831,426690,0.429117157655441,"Tested negative, earliest",4054,1036934,0.390960273267151,"SIDIAP",1.09759785583692,1.03878573487897,1.15973969673175
"Tinnitus and hearing problems","First infection",2701,426690,0.633012257142188,"Tested negative, earliest",6784,1036934,0.654236431634029,"SIDIAP",0.967558861803475,0.925492940401965,1.01153678238521
