"symptom","name_1","events_1","total_pop_1","prop_1","name_2","events_2","total_pop_2","prop_2","database","relative_risk","low_ci","up_ci"
"Abdominal pain","First infection",18919,426690,4.43389814619513,"Tested negative, earliest",43089,1036934,4.15542358530051,"SIDIAP",1.06701472309097,1.04932464442798,1.08500303060503
"Allergy","First infection",7657,426690,1.79451123766669,"Tested negative, earliest",17504,1036934,1.68805343445195,"SIDIAP",1.06306542259979,1.03514341468259,1.0917406000924
"Altered smell taste","First infection",792,426690,0.185614849187935,"Tested negative, earliest",494,1036934,0.0476404477044826,"SIDIAP",3.89616089125187,3.48225571084676,4.35926334853488
"Anxiety","First infection",11407,426690,2.67336942510956,"Tested negative, earliest",27637,1036934,2.66526124131333,"SIDIAP",1.00304217225334,0.981688623681248,1.02486020011716
"Blurred vision","First infection",2799,426690,0.655979751107361,"Tested negative, earliest",6279,1036934,0.605535164243819,"SIDIAP",1.0833057926975,1.03625723173475,1.13249047104585
"Chest pain","First infection",7267,426690,1.70310998617263,"Tested negative, earliest",15751,1036934,1.51899735180831,"SIDIAP",1.121206685545,1.09072335679317,1.15254195656616
"Cognitive dysfunction brain fog","First infection",1380,426690,0.323419812978978,"Tested negative, earliest",3286,1036934,0.316895771572733,"SIDIAP",1.02058734130111,0.958494837079681,1.08670227624551
"Cough","First infection",8282,426690,1.9409876022405,"Tested negative, earliest",17529,1036934,1.69046438828315,"SIDIAP",1.14819786544678,1.1188529395056,1.17831244095322
"Depression","First infection",4829,426690,1.1317349832431,"Tested negative, earliest",12500,1036934,1.20547691559926,"SIDIAP",0.938827586491364,0.908336660083234,0.970342028336095
"Dizziness","First infection",8535,426690,2.00028123461998,"Tested negative, earliest",20423,1036934,1.96955640378269,"SIDIAP",1.01559987354426,0.990515309682601,1.04131969800005
"Dyspnea","First infection",4526,426690,1.06072324169772,"Tested negative, earliest",7295,1036934,0.703516327943726,"SIDIAP",1.50774502249018,1.45310304356676,1.56444173928912
"Fatigue malaise","First infection",8363,426690,1.95997093908927,"Tested negative, earliest",17291,1036934,1.66751210781014,"SIDIAP",1.1753863314751,1.14537920709482,1.20617959507284
"Gastrointestinal issues","First infection",10245,426690,2.40104056809393,"Tested negative, earliest",25661,1036934,2.4746994504954,"SIDIAP",0.9702352209329,0.948528825443464,0.992438351568917
"Headache","First infection",9367,426690,2.19527057114064,"Tested negative, earliest",20984,1036934,2.02365820775478,"SIDIAP",1.08480303775026,1.05897940200178,1.11125639317225
"Intermittent fever","First infection",5270,426690,1.23508870608639,"Tested negative, earliest",14269,1036934,1.37607600869486,"SIDIAP",0.897543957079669,0.869806168439727,0.926166293273481
"Joint pain","First infection",20786,426690,4.87145234245002,"Tested negative, earliest",47511,1036934,4.5818730989629,"SIDIAP",1.06320106149441,1.04642503075111,1.08024604146887
"Memory issues","First infection",1174,426690,0.275141203215449,"Tested negative, earliest",2398,1036934,0.231258691488561,"SIDIAP",1.18975508096334,1.1096272115963,1.27566910570058
"Menstrual problems","First infection",2748,426690,0.644027279758138,"Tested negative, earliest",5733,1036934,0.552879932570443,"SIDIAP",1.16485920688771,1.11322945154099,1.21888346557197
"Muscle spams pain","First infection",681,426690,0.159600646839626,"Tested negative, earliest",1838,1036934,0.177253325669715,"SIDIAP",0.90040988645267,0.824681025306583,0.983092782230936
"Neuralgia","First infection",5187,426690,1.21563664487098,"Tested negative, earliest",13049,1036934,1.25842146173238,"SIDIAP",0.966001202170778,0.935603776301374,0.997386229333476
"Pins sensation","First infection",2149,426690,0.503644331950597,"Tested negative, earliest",4747,1036934,0.457791913467974,"SIDIAP",1.1001599572506,1.04563217806591,1.15753125900966
"Sleep disorder","First infection",6295,426690,1.47530994398744,"Tested negative, earliest",14995,1036934,1.44609010795287,"SIDIAP",1.02020609633789,0.990828580619539,1.05045463903979
"Tachycardia","First infection",2641,426690,0.618950526143102,"Tested negative, earliest",5308,1036934,0.511893717440069,"SIDIAP",1.20913874317195,1.15416004553827,1.26673636458936
"Tinnitus and hearing problems","First infection",3590,426690,0.841360238111978,"Tested negative, earliest",8659,1036934,0.835057968973917,"SIDIAP",1.00754710376072,0.96925878018418,1.047347918895
